Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Cote d'Ivoire,Africa,2004,453.5475,0.85,23.0,2.65,17.97,3.6,49.8,68.5,5.124830508474576,7.367708572374371,7.3,217.0,True
Nigeria,Africa,2001,408.9835,11.17,22.4,1.29,125.39,5.2,46.5,39.0,3.7939100185528756,7.313220387090301,14.1,284.1,True
Nicaragua,Central America and Caribbean,2008,166.1845,3.59,26.5,0.12,5.67,5.8,71.9,93.5,7.2254130434782615,7.444248649496705,1.85,48.1,True
Grenada,Central America and Caribbean,2006,163.5385,9.26,26.0,0.4,0.1,7.9,73.1,90.0,12.113962962962963,9.011401509358791,3.9,27.1,True
Iraq,Middle East,2007,187.6105,0.15,27.7,0.13,27.91,6.1,68.1,62.75,5.844563862928348,8.196436811235028,5.25,69.2,True
Myanmar,Asia,2007,219.9305,0.75,21.8,0.42,49.62,3.8,62.3,80.25,3.991479128856624,6.52649485957079,13.35,125.9,True
Panama,Central America and Caribbean,2007,125.1955,5.46,26.2,0.4,3.45,9.2,76.2,84.25,6.420282051282051,9.123692565250511,2.05,40.2,True
Bahrain,Middle East,2011,70.3255,1.66,25.0,0.05,1.28,8.6,76.2,98.75,8.7906875,9.94150561972365,6.05,15.2,True
Djibouti,Africa,2001,321.3015,1.33,23.6,2.19,0.73,3.3,57.1,68.0,4.056837121212121,6.661854740545311,6.199999999999999,176.8,True
Japan,Asia,2004,68.9285,7.69,22.6,0.17,127.76,11.1,82.0,91.5,18.13907894736842,10.389487554866463,1.5499999999999998,6.699999999999999,False
Namibia,Africa,2004,496.836,1.89,23.3,9.29,1.91,5.9,50.6,77.25,11.36924485125858,8.201934351194222,13.7,117.10000000000001,True
Cabo Verde,Africa,2001,149.3995,3.86,23.4,0.39,0.44,3.7,69.1,85.75,5.081615646258503,7.592870287844818,9.350000000000001,62.8,True
Uganda,Africa,2003,485.3535,11.37,21.4,4.15,25.98,4.3,49.4,56.0,6.411538969616909,6.352629396319567,6.7,198.2,True
Kazakhstan,Asia,2007,267.527,3.99,25.9,0.09,15.48,11.6,66.3,95.0,10.787379032258064,9.040619097157967,2.45,50.6,True
St. Lucia,Central America and Caribbean,2012,141.425,9.62,29.1,0.4,0.18,8.4,75.1,94.25,7.404450261780105,9.2621735206162,4.3,38.5,True
Cabo Verde,Africa,2000,157.104,3.49,23.3,0.39,0.43,3.5,68.6,85.5,4.894205607476636,7.5883236773352225,9.55,69.2,True
Germany,European Union,2008,79.5175,11.37,26.2,0.08,82.11,13.7,79.7,92.5,17.286413043478262,10.552656721923686,1.1,8.0,False
Belarus,Rest of Europe,2015,163.872,9.79,26.6,0.22,9.46,12.2,73.6,99.0,39.968780487804885,8.694167141883597,1.95,7.199999999999999,True
Honduras,Central America and Caribbean,2010,153.912,2.69,26.1,0.08,8.32,5.4,73.3,93.5,7.399615384615385,7.660114319173928,2.25,43.1,True
Senegal,Africa,2005,237.7735,0.34,22.5,0.49,11.09,2.4,60.6,71.25,4.3869649446494465,7.034387929915503,11.350000000000001,145.0,True
Cameroon,Africa,2007,371.415,5.22,23.8,2.43,18.73,5.2,53.7,77.25,4.912896825396826,7.1308988302963465,6.6,195.6,True
Philippines,Asia,2012,204.619,4.96,22.9,0.06,97.21,9.1,70.1,76.5,8.119801587301588,7.867871490396322,5.35,55.099999999999994,True
Maldives,Asia,2009,77.1955,1.41,24.4,0.17,0.35,4.7,75.5,97.5,5.593876811594202,9.014690384970896,14.149999999999999,27.700000000000003,True
Nicaragua,Central America and Caribbean,2006,173.308,3.64,26.4,0.13,5.51,5.6,71.4,86.75,6.9601606425702816,7.388327859577107,1.95,52.4,True
Mongolia,Asia,2003,260.269,1.67,24.6,0.02,2.47,8.4,64.2,98.0,6.523032581453634,7.487173694213739,2.45,88.0,True
Iraq,Middle East,2001,165.8675,0.19,27.1,0.13,24.21,5.2,69.0,69.0,4.620264623955432,8.36287583103188,5.449999999999999,78.4,True
Haiti,Central America and Caribbean,2011,257.386,2.36,24.7,0.83,10.1,4.8,60.9,69.5,4.392252559726963,7.203405521083095,4.0,135.0,True
Uruguay,South America,2013,107.92,6.42,27.0,0.26,3.39,8.5,77.1,93.5,11.604301075268816,9.627009150591672,1.45,18.0,True
Azerbaijan,Asia,2007,141.6765,0.95,26.1,0.15,8.58,10.2,69.8,74.25,3.533079800498753,8.372860820526318,2.8499999999999996,84.6,True
Pakistan,Asia,2002,185.0715,0.014,22.7,0.13,149.55,3.8,63.3,57.25,2.2597252747252745,6.947937068614969,22.0,183.3,True
Singapore,Asia,2000,80.151,2.02,23.4,0.14,4.03,8.9,78.0,97.75,20.03775,10.46001285555311,2.05,6.9,True
Angola,Africa,2015,242.9655,6.53,23.2,0.89,27.88,5.0,59.4,63.5,4.139105621805792,8.048468743668883,8.25,145.8,True
Azerbaijan,Asia,2004,155.0385,0.63,25.9,0.2,8.31,10.6,68.2,68.0,3.22996875,7.639642287858013,3.0,102.6,True
Solomon Islands,Oceania,2014,151.628,0.95,26.1,0.17,0.59,5.3,71.9,79.75,7.2549282296650714,7.694392802629421,1.15,43.3,True
Ukraine,Rest of Europe,2015,202.8,6.04,26.5,0.23,45.15,11.3,71.2,38.25,22.28571428571429,7.661997558901893,2.3499999999999996,17.6,True
Senegal,Africa,2006,233.387,0.37,22.5,0.42,11.38,2.4,61.4,75.0,4.523003875968993,7.030857476116121,11.149999999999999,135.8,True
Bhutan,Asia,2012,220.149,0.32,23.5,0.14,0.7,2.5,69.3,95.25,6.87965625,7.8160138391590275,16.4,69.0,True
Azerbaijan,Asia,2012,132.0885,0.52,26.6,0.07,9.3,10.7,71.5,91.0,4.477576271186441,8.55564437779049,2.8,61.0,True
Serbia,Rest of Europe,2003,147.6935,9.1,25.4,0.01,7.48,9.9,72.4,89.0,14.623118811881188,8.245121966478605,2.7,19.6,True
Niger,Africa,2009,270.291,0.1,21.5,0.12,15.84,1.4,56.6,69.25,4.107765957446809,6.052089168924417,6.4,195.10000000000002,True
Haiti,Central America and Caribbean,2010,262.206,2.28,24.6,0.9,9.95,4.7,60.5,68.75,2.5309459459459465,7.168579897264035,4.0,306.2,True
Slovak Republic,European Union,2006,136.22,10.89,25.8,0.01,5.37,10.9,74.2,98.5,17.923684210526318,9.425209786838147,1.45,14.5,False
"Bahamas, The",Central America and Caribbean,2007,174.6025,9.92,27.3,0.57,0.34,10.9,72.0,91.5,11.563079470198675,10.482849943789454,2.5,30.6,True
Finland,European Union,2005,99.9665,9.95,25.9,0.08,5.25,12.0,78.8,93.5,24.382073170731708,10.658012012770977,0.8500000000000001,6.800000000000001,False
Denmark,European Union,2004,95.0035,11.26,25.1,0.04,5.4,12.8,77.5,91.5,17.925188679245284,10.83551382879634,1.1,9.5,False
Tunisia,Africa,2010,98.3545,1.26,25.9,0.04,10.64,6.7,75.0,98.0,5.854434523809523,8.282988692742602,6.3,34.2,True
Thailand,Asia,2007,168.9115,6.12,23.5,0.3,66.18,7.1,72.9,96.5,11.729965277777778,8.482187582217422,8.7,29.0,True
France,European Union,2009,86.8955,12.66,25.0,0.1,64.71,10.8,81.4,78.5,21.194024390243904,10.466867675037008,0.6,7.4,False
Samoa,Oceania,2013,117.105,1.84,31.8,0.17,0.19,10.3,72.4,70.5,6.80843023255814,8.284504227258497,0.15000000000000002,35.099999999999994,True
Nepal,Asia,2005,203.6355,0.22,21.2,0.17,25.74,2.8,65.3,64.75,4.341908315565032,6.424869023905388,17.9,105.3,True
Panama,Central America and Caribbean,2013,117.765,6.21,26.7,0.4,3.84,9.7,77.4,77.25,7.137272727272728,9.449042262206245,1.9,33.6,True
Ireland,European Union,2011,68.994,11.49,27.2,0.07,4.58,10.9,80.7,92.75,15.332,10.741211154203317,0.25,7.6,False
"Yemen, Rep.",Middle East,2001,251.422,0.08,22.4,0.02,17.92,1.3,61.2,65.0,3.763802395209581,7.785305182539862,14.0,156.1,True
Germany,European Union,2007,80.746,11.51,26.2,0.08,82.27,13.7,79.5,92.25,17.18,10.54120130120716,1.1,8.2,False
Tajikistan,Asia,2010,143.711,0.68,25.2,0.23,7.53,10.9,68.7,94.0,3.791846965699209,6.664409020350408,3.75,79.6,True
Nicaragua,Central America and Caribbean,2005,177.622,3.65,26.3,0.13,5.44,5.5,71.2,85.5,6.857992277992279,7.3613754289773485,1.95,54.8,True
Costa Rica,Central America and Caribbean,2015,85.6715,3.19,27.3,0.19,4.85,8.8,79.6,91.5,9.847298850574713,9.362546304865514,1.7,16.8,True
Chad,Africa,2002,413.041,0.4,21.1,1.21,9.02,1.4,47.9,36.75,4.2233231083844585,6.045005314036012,11.05,273.9,True
Libya,Africa,2011,136.8525,0.01,27.7,0.09,6.25,7.3,72.0,97.75,8.607075471698112,8.805525052709516,5.5,34.3,True
Norway,Rest of Europe,2004,74.4275,6.22,26.0,0.02,4.59,12.7,79.8,90.5,16.915340909090908,11.179632170155031,0.75,7.6,False
France,European Union,2011,82.572,12.35,25.1,0.1,65.34,10.9,82.1,84.75,20.139512195121952,10.498111898237447,0.6,7.300000000000001,False
Honduras,Central America and Caribbean,2007,158.902,2.94,25.7,0.11,7.81,5.0,72.5,91.0,6.790683760683761,7.669495251007694,2.3499999999999996,49.099999999999994,True
Iraq,Middle East,2006,183.716,0.035,27.6,0.13,27.45,5.9,68.2,58.25,5.60109756097561,8.19450550976564,5.25,70.9,True
St. Lucia,Central America and Caribbean,2008,148.7125,12.05,28.4,0.4,0.17,7.8,74.6,92.75,8.449573863636363,9.26188863385676,4.35,35.6,True
Paraguay,South America,2009,153.271,6.06,25.9,0.15,6.16,7.0,72.5,82.25,6.494533898305084,8.37816098272068,2.05,49.5,True
Sweden,European Union,2009,60.608,7.31,25.7,0.08,9.3,12.2,81.4,87.5,16.835555555555555,10.737352740034952,1.3,5.7,False
Bulgaria,European Union,2002,156.0455,10.8,25.4,0.02,7.84,10.0,71.9,88.5,10.98911971830986,8.357259153499912,2.4,29.1,False
Slovenia,European Union,2004,111.937,10.01,25.6,0.03,2.0,12.0,77.2,93.75,23.816382978723404,9.829248802600596,2.0,8.100000000000001,False
Montenegro,Rest of Europe,2011,110.706,9.02,26.1,0.03,0.62,11.1,76.0,94.5,18.148524590163937,8.727454116899434,1.95,11.2,True
Madagascar,Africa,2006,261.1205,0.59,20.9,0.08,18.88,5.7,61.7,78.5,4.756293260473588,6.180016653652572,7.95,135.2,True
Zimbabwe,Africa,2011,466.265,3.91,23.7,6.05,12.89,7.3,52.9,86.0,9.001254826254826,7.1308988302963465,6.75,131.6,True
Romania,European Union,2011,139.7255,9.58,26.2,0.04,20.15,10.8,74.4,91.25,12.702318181818184,8.963288275610298,3.0,21.8,False
Senegal,Africa,2013,197.0095,0.19,22.9,0.12,13.78,2.8,65.9,76.5,5.103873056994819,7.040536390215956,9.8,93.0,True
Netherlands,European Union,2005,72.132,9.5,25.3,0.06,16.32,11.6,79.3,93.25,13.357777777777779,10.65024658754472,1.0,9.7,False
Romania,European Union,2002,171.852,13.15,25.0,0.05,21.73,9.6,71.0,98.0,9.547333333333334,8.561401446080557,3.9,37.1,False
Estonia,European Union,2005,186.7535,16.58,25.8,0.08,1.35,12.1,72.6,96.25,27.87365671641791,9.590966190070702,2.1500000000000004,12.9,False
Liberia,Africa,2000,316.589,4.47,23.0,3.5,2.85,3.5,51.7,56.0,2.456082234290147,6.655440350367647,9.2,317.6,True
Ethiopia,Africa,2012,239.3415,0.54,20.4,0.28,92.73,2.4,63.3,68.0,4.739435643564357,6.251903883165888,1.6,123.0,True
Brunei Darussalam,Asia,2008,91.9455,0.65,26.2,0.1,0.38,8.7,74.5,95.25,10.56844827586207,10.433586251645703,5.85,17.2,True
Benin,Africa,2008,259.34,1.38,22.9,0.65,8.7,2.8,58.7,77.5,3.5428961748633876,6.90975328164481,8.05,185.9,True
Germany,European Union,2011,75.779,11.33,26.4,0.03,80.27,13.9,80.4,92.5,17.222499999999997,10.596084581790592,1.1,7.5,False
Latvia,European Union,2012,165.2735,10.2,26.4,0.24,2.03,12.6,73.8,91.0,25.0414393939394,9.426338455129521,2.2,12.2,False
"Congo, Dem. Rep.",Africa,2005,311.914,2.28,21.1,0.78,54.79,4.3,53.7,63.25,3.242349272349272,5.8998973535824915,11.4,231.3,True
Israel,Middle East,2015,56.337,2.74,27.2,0.08,8.38,13.0,82.1,95.75,13.413571428571428,10.485954537441994,1.15,7.1,False
Seychelles,Africa,2002,175.73,8.13,25.6,3.5,0.08,7.6,71.1,99.0,13.728906249999998,9.279399907907678,6.35,25.5,True
"Yemen, Rep.",Middle East,2005,246.5985,0.038,22.8,0.02,20.11,1.9,63.5,83.5,4.419327956989248,7.838737559599282,13.850000000000001,127.8,True
New Zealand,Oceania,2015,67.0,8.68,28.0,0.03,4.61,12.4,81.5,90.75,11.964285714285715,10.561836227553378,0.35,10.1,False
Comoros,Africa,2003,267.1495,0.26,23.1,0.02,0.58,3.0,59.7,73.75,3.6746836313617606,7.076653815443951,7.6,171.3,True
New Zealand,Oceania,2012,67.5135,9.17,27.8,0.03,4.41,12.1,81.2,91.0,11.442966101694914,10.50567009772198,0.3,10.8,False
Croatia,European Union,2009,103.109,11.11,26.6,0.02,4.31,10.6,76.2,96.75,17.47610169491525,9.381937965407161,1.65,10.600000000000001,False
Turkiye,Middle East,2004,131.274,1.48,27.0,0.08,67.01,5.9,72.0,78.0,5.336341463414634,8.881280595070423,5.0,51.8,True
Nepal,Asia,2011,172.406,0.25,21.9,0.17,27.04,3.3,68.0,85.25,4.789055555555556,6.626717749249025,16.7,78.6,True
Azerbaijan,Asia,2001,166.736,0.5,25.6,0.16,8.11,10.6,67.1,67.25,2.86487972508591,7.38770923908104,3.1,126.5,True
France,European Union,2000,99.7875,13.92,24.8,0.11,60.91,9.8,79.1,71.5,19.566176470588236,10.42222182037016,0.6499999999999999,9.5,False
Germany,European Union,2014,70.358,11.07,26.5,0.03,80.98,14.0,81.1,92.25,16.36232558139535,10.61771105869799,1.1,7.3,False
Croatia,European Union,2003,117.911,12.99,25.9,0.02,4.3,9.8,74.6,95.75,16.15219178082192,9.260177606823355,1.9,13.6,False
Kyrgyz Republic,Asia,2006,221.7345,6.78,25.4,0.13,5.22,10.2,67.7,85.0,6.579658753709198,6.731018100482083,3.3499999999999996,70.2,True
Vanuatu,Oceania,2006,157.5085,1.0,25.8,0.17,0.21,6.5,68.5,64.75,6.351149193548387,7.9291264873067995,1.55,52.2,True
Tonga,Oceania,2014,135.663,0.28,32.1,0.17,0.1,11.1,70.4,92.0,11.496864406779661,8.361007108226909,0.1,23.3,True
Sweden,European Union,2013,55.5025,7.32,25.9,0.08,9.6,12.2,82.0,89.5,16.324264705882353,10.80059546499351,1.35,5.3,False
Mauritania,Africa,2001,228.7,0.012,23.8,0.47,2.7,3.0,60.8,68.75,3.2718168812589408,7.133295954896068,1.6,181.0,True
Nicaragua,Central America and Caribbean,2010,160.5665,3.33,26.7,0.12,5.82,6.0,72.4,94.5,7.538333333333332,7.426549072397305,1.85,44.2,True
Tanzania,Africa,2008,345.9945,4.96,22.7,2.76,41.85,5.0,56.8,81.25,6.653740384615385,6.641182169740591,7.3,130.6,True
Latvia,European Union,2007,220.941,12.12,26.1,0.18,2.2,12.3,71.0,94.25,25.395517241379313,9.486986774807699,2.4,17.0,False
"Congo, Rep.",Africa,2004,390.9155,0.9,22.4,2.14,3.51,5.8,54.7,67.25,6.3357455429497564,7.640603826393634,8.8,154.0,True
Seychelles,Africa,2006,162.877,6.43,25.9,3.5,0.08,7.8,72.2,99.0,12.626124031007752,9.355565624128962,6.1,25.700000000000003,True
Rwanda,Africa,2007,285.3095,7.84,21.5,1.44,9.27,3.1,58.9,94.75,5.149990974729242,6.240275845170769,6.75,138.8,True
Bosnia and Herzegovina,Rest of Europe,2001,118.2535,4.11,24.8,0.08,3.76,7.1,74.6,90.25,12.580159574468086,7.97728198675515,3.2,18.0,True
Italy,European Union,2009,59.186,7.25,25.7,0.08,59.1,9.6,81.6,92.75,13.451363636363634,10.361418600547594,0.5,7.5,False
Sao Tome and Principe,Central America and Caribbean,2013,194.199,5.4,24.6,0.16,0.19,5.2,68.7,90.5,8.443434782608696,7.304515946460155,5.6,49.7,True
India,Asia,2010,191.5935,2.73,21.4,0.1,1234.28,5.4,66.7,57.75,4.156041214750542,7.126890808898808,27.4,103.30000000000001,True
Guinea-Bissau,Africa,2003,302.471,3.07,22.4,3.09,1.28,2.3,51.5,68.0,3.1214757481940145,6.311734809152915,9.55,252.70000000000002,True
Guatemala,Central America and Caribbean,2012,170.1225,1.91,26.2,0.04,14.78,4.6,72.2,92.25,6.186272727272727,8.224967478914584,1.2,58.5,True
Cyprus,European Union,2006,62.643,11.48,26.6,0.04,1.05,10.9,78.8,94.25,13.618043478260871,10.180929877257716,0.95,7.800000000000001,False
Germany,European Union,2009,78.907,11.23,26.3,0.08,81.9,13.8,79.8,93.0,17.534888888888887,10.49656574811856,1.1,7.8,False
Chad,Africa,2015,363.167,0.66,21.9,0.42,14.11,2.3,53.1,52.0,4.734902216427639,6.655440350367647,8.45,204.39999999999998,True
"Venezuela, RB",South America,2008,150.294,8.41,26.5,0.4,27.64,8.2,73.1,65.5,9.572866242038218,9.344346651823917,1.55,31.9,True
Ireland,European Union,2013,64.5655,10.51,27.3,0.07,4.62,11.8,80.9,93.25,15.015232558139536,10.743760797986367,0.25,7.199999999999999,False
Solomon Islands,Oceania,2015,148.087,1.01,26.2,0.17,0.6,5.4,72.2,86.5,7.2949261083743835,7.681560362559537,1.15,42.0,True
Argentina,South America,2002,136.066,7.81,26.3,0.15,37.68,9.2,73.9,84.0,7.819885057471265,9.09873819539488,1.1,34.7,True
Spain,European Union,2006,73.3,11.86,26.2,0.09,44.4,9.0,80.8,96.75,15.595744680851062,10.194812979902707,0.55,8.2,False
Gabon,Africa,2011,266.645,8.01,24.8,1.73,1.68,7.7,62.2,72.25,6.4407004830917876,8.866017398810255,6.35,99.69999999999999,True
Montenegro,Rest of Europe,2014,102.857,8.55,26.4,0.03,0.62,11.3,76.4,91.0,21.88446808510638,8.74957394808293,1.85,8.100000000000001,True
Serbia,Rest of Europe,2013,119.055,7.94,25.9,0.02,7.16,10.4,75.2,91.25,17.254347826086956,8.617219505483362,2.1,12.8,True
Portugal,European Union,2013,78.8295,9.52,25.7,0.14,10.46,8.6,80.7,97.5,19.707375,9.830163888117285,0.6,6.7,False
Somalia,Africa,2000,355.929,0.0,22.1,0.13,8.87,2.1,50.9,44.0,3.3769354838709673,5.1647859739235145,7.95,277.1,True
"Gambia, The",Africa,2006,285.0805,3.25,22.9,1.39,1.59,2.5,58.3,87.0,5.4301047619047615,6.532334292222349,8.95,139.1,True
Niger,Africa,2012,261.2055,0.15,21.6,0.07,17.8,1.6,58.8,69.25,4.503543103448275,6.142037405587356,1.2000000000000002,165.2,True
Cambodia,Asia,2007,206.6325,1.29,21.3,0.25,13.68,3.7,64.7,73.5,4.37780720338983,6.716594773520978,11.4,101.6,True
Kiribati,Oceania,2006,212.398,0.69,29.3,0.17,0.09,7.4,64.7,73.75,4.18930966469428,7.311886164077165,0.15000000000000002,114.8,True
Equatorial Guinea,Africa,2003,332.349,7.87,22.9,3.69,0.69,5.4,54.1,48.5,3.32349,9.076351731972865,1.15,241.8,True
Israel,Middle East,2009,61.931,2.67,26.9,0.08,7.49,12.6,81.4,95.5,12.902291666666667,10.352139855870828,1.15,8.5,False
Kuwait,Middle East,2002,87.276,0.011,28.4,0.13,2.14,6.1,73.3,95.25,7.723539823008848,10.29525933351229,3.1,22.3,True
St. Vincent and the Grenadines,Central America and Caribbean,2004,176.2405,5.77,25.9,0.4,0.11,7.8,71.2,95.0,8.812025,8.750524669117937,3.75,40.6,True
Zambia,Africa,2001,598.586,2.8,21.6,9.38,10.69,6.0,44.6,72.75,6.936106604866744,6.678342114654332,7.4,232.2,True
St. Vincent and the Grenadines,Central America and Caribbean,2009,163.6655,6.98,26.5,0.4,0.11,8.2,71.7,95.0,8.524244791666668,8.867709208039386,3.55,38.599999999999994,True
Dominican Republic,Central America and Caribbean,2013,164.4115,5.41,26.2,0.43,10.05,7.6,72.8,82.0,5.517164429530201,8.730367211692958,3.25,63.8,True
Jamaica,Central America and Caribbean,2014,133.3495,3.2,27.5,0.5,2.88,9.6,74.0,87.25,9.010101351351352,8.495152060539358,1.75,29.8,True
"Iran, Islamic Rep.",Middle East,2008,121.2965,0.026,25.6,0.12,72.12,8.6,73.0,90.5,6.2203333333333335,8.568076401730806,7.699999999999999,40.2,True
Eritrea,Africa,2005,336.291,1.18,20.4,0.38,2.83,3.7,58.7,94.0,7.139936305732483,6.637258031284457,9.45,113.6,True
Lao PDR,Asia,2010,217.0295,6.1,22.2,0.17,6.25,4.6,64.3,72.25,4.110407196969698,7.369600720526409,9.4,120.1,True
Netherlands,European Union,2001,81.98,9.82,25.1,0.06,16.05,11.0,78.2,94.75,13.663333333333334,10.623471387049634,1.1,11.1,False
Bangladesh,Asia,2011,139.3125,0.0,21.2,0.01,149.27,5.1,70.3,89.75,3.6469240837696333,6.932447891572509,18.95,83.9,True
Mexico,North America,2002,126.16,4.92,26.9,0.15,101.68,7.0,74.9,95.25,5.509170305676856,9.05742226555147,1.85,47.9,True
"Iran, Islamic Rep.",Middle East,2000,151.603,0.012,25.0,0.08,65.62,6.2,70.2,90.5,4.938208469055375,8.274866820685254,7.85,65.9,True
Iraq,Middle East,2015,162.9175,0.16,28.6,0.13,35.57,6.6,69.9,65.5,6.314631782945736,8.452974619089586,5.199999999999999,54.5,True
Lebanon,Middle East,2007,73.269,1.59,26.9,0.03,4.77,7.8,77.6,72.5,6.427105263157895,8.895081531754167,4.65,22.5,True
Pakistan,Asia,2006,179.458,0.034,23.1,0.13,164.02,4.4,64.2,61.5,2.3489267015706803,7.1049654482698426,21.25,169.9,True
Guinea-Bissau,Africa,2015,270.2885,3.13,23.4,1.58,1.74,2.9,57.0,80.25,4.430959016393443,6.403574197934815,7.05,152.1,True
Thailand,Asia,2004,184.5775,6.1,23.2,0.42,65.0,6.8,71.7,96.75,11.18651515151515,8.357962965845681,9.1,33.5,True
Guatemala,Central America and Caribbean,2010,177.598,2.03,26.0,0.08,14.26,4.9,71.5,91.25,5.999932432432432,8.19063168090354,1.3,63.4,True
Kyrgyz Republic,Asia,2007,221.239,6.98,25.5,0.17,5.27,10.3,67.9,86.75,6.870776397515527,6.803505257608338,3.3499999999999996,66.9,True
Austria,European Union,2012,69.0215,12.1,25.5,0.08,8.43,11.8,80.9,88.5,16.05151162790698,10.704389879336146,1.9,7.3,False
Mali,Africa,2013,277.2635,0.58,22.8,0.44,16.45,2.2,56.6,64.75,3.872395251396649,6.553933404025811,8.0,187.2,True
Bahrain,Middle East,2005,77.801,1.92,25.3,0.05,0.89,8.4,75.3,98.25,7.7030693069306935,10.014357861367552,6.0,19.7,True
Russian Federation,Rest of Europe,2011,238.2245,10.75,26.1,0.08,142.96,11.6,69.7,97.0,26.178516483516486,9.118773178450692,2.3499999999999996,18.2,True
Guinea-Bissau,Africa,2005,299.375,3.69,22.6,3.02,1.34,2.3,52.3,72.0,3.319013303769401,6.333279628139691,9.1,233.7,True
Turkmenistan,Asia,2006,214.822,2.54,25.3,0.08,4.81,9.9,65.4,98.25,4.961247113163973,8.025516386489008,3.3,91.9,True
St. Lucia,Central America and Caribbean,2009,146.8905,11.06,28.6,0.4,0.17,7.9,74.7,92.0,8.206173184357542,9.22029070282935,4.35,36.2,True
Belarus,Rest of Europe,2012,192.409,13.56,26.4,0.23,9.45,12.0,72.0,97.5,40.93808510638298,8.707648248106914,2.05,8.600000000000001,True
Portugal,European Union,2007,91.6555,11.54,25.8,0.18,10.54,7.7,78.3,96.25,21.315232558139538,9.901084667919818,0.6,7.5,False
Vanuatu,Oceania,2000,181.1765,0.82,25.4,0.17,0.18,6.5,67.4,68.25,7.2761646586345385,7.950854857719988,1.7,52.4,True
"Micronesia, Fed. Sts.",Oceania,2012,169.018,2.89,29.4,0.17,0.1,7.7,66.8,77.25,6.213897058823529,8.031710375322042,0.2,57.8,True
Pakistan,Asia,2007,178.0545,0.034,23.2,0.13,167.81,4.4,64.4,59.25,2.3708988015978694,7.129297548929373,12.05,166.8,True
Malawi,Africa,2005,528.961,1.45,22.1,6.42,12.63,3.4,47.8,86.0,8.014560606060606,5.66988092298052,7.300000000000001,175.5,True
Indonesia,Asia,2002,192.0885,0.054,21.8,0.17,217.36,7.0,66.3,59.25,4.950734536082475,7.585281078639126,11.05,85.4,True
Afghanistan,Asia,2013,236.221,0.01,23.0,0.03,32.27,3.5,62.5,57.5,4.051818181818182,6.345636360828596,17.7,134.2,True
United States,North America,2000,113.6425,8.3,27.5,0.13,282.16,12.7,76.6,90.0,14.029938271604939,10.794398936070886,0.75,15.5,False
Vanuatu,Oceania,2004,164.9795,0.85,25.7,0.17,0.2,6.5,68.2,66.0,6.706483739837398,7.845416036592485,1.55,51.7,True
Sao Tome and Principe,Central America and Caribbean,2006,204.863,5.68,24.1,0.53,0.16,4.5,65.3,85.0,5.448484042553191,7.1569563646156364,6.85,87.5,True
Zambia,Africa,2011,352.9365,2.79,22.2,5.5,14.02,6.7,57.1,70.75,6.906780821917809,7.126890808898808,6.5,126.9,True
Papua New Guinea,Oceania,2008,238.9705,0.77,24.9,0.39,6.98,3.8,61.4,64.0,4.9993828451882845,7.596894438144544,1.35,107.6,True
